date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:08:05	2295/2295	---M--	200	added ('OK')	image/png	etag:%225e4e56b0-8f7%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-2.png	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/clients/client-2.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:06	3079/3079	---M--	200	added ('OK')	image/png	etag:%225e4e56b4-c07%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-3.png	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/clients/client-3.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:07	2528/2528	---M--	200	added ('OK')	image/png	etag:%225e4e56ba-9e0%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-4.png	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/clients/client-4.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:08	2808/2808	---M--	200	added ('OK')	image/png	etag:%225e4e56c6-af8%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-5.png	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/clients/client-5.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:09	1500/1500	---M--	200	added ('OK')	image/png	etag:%225e4e56c2-5dc%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-6.png	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/clients/client-6.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:10	2125/2125	---M--	200	added ('OK')	image/png	etag:%225e4e56cc-84d%22	https://lmpixels.com/demo/breezycv/light/1/img/clients/client-7.png	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/clients/client-7.png	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:12	108090/108090	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf104-1a63a%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/1.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/portfolio/1.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:13	59090/59090	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf1e6-e6d2%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/2.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/portfolio/2.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:14	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:24:30%20GMT	https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/portfolio-1.html	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:15	95025/95025	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf288-17331%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/3.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/portfolio/3.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:15	73633/73633	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf43c-11fa1%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/4.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/portfolio/4.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:16	52867/52867	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf498-ce83%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/5.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/portfolio/5.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:17	104926/104926	---M--	200	added ('OK')	image/jpeg	etag:%225e739a18-199de%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/full/5.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/portfolio/full/5.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:18	70616/70616	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf4fa-113d8%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/6.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/portfolio/6.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:20	11373/11373	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Apr%202020%2011:09:18%20GMT	https://lmpixels.com/demo/breezycv/light/1/blog-post-1.html	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/blog-post-1.html	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:20	44193/44193	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-aca1%22	https://lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_1.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_1.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:21	76262/76262	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-129e6%22	https://lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_2.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_2.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:22	96117/96117	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-17775%22	https://lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_3.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_3.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:23	60364/60364	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-ebcc%22	https://lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_4.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_4.jpg	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:25	84322/84322	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c02818-14962%22	https://lmpixels.com/demo/breezycv/light/1/js/jquery-2.1.3.min.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/jquery-2.1.3.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:25	21994/21994	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e97184c-55ea%22	https://lmpixels.com/demo/breezycv/light/1/js/animating.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/animating.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:27	5441/5441	---MCZ	200	added ('OK')	application/javascript	etag:W/%225890d244-1541%22	https://lmpixels.com/demo/breezycv/light/1/js/imagesloaded.pkgd.min.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/imagesloaded.pkgd.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:27	24719/24719	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e46d310-608f%22	https://lmpixels.com/demo/breezycv/light/1/js/perfect-scrollbar.min.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/perfect-scrollbar.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:28	14462/14462	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b884a-387e%22	https://lmpixels.com/demo/breezycv/light/1/js/jquery.shuffle.min.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/jquery.shuffle.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:30	23601/23601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b5000-5c31%22	https://lmpixels.com/demo/breezycv/light/1/js/masonry.pkgd.min.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/masonry.pkgd.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:30	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258b6c1e0-a70e%22	https://lmpixels.com/demo/breezycv/light/1/js/owl.carousel.min.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/owl.carousel.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:32	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c83aa6-4ef8%22	https://lmpixels.com/demo/breezycv/light/1/js/jquery.magnific-popup.min.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/jquery.magnific-popup.min.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:32	11588/11588	---MCZ	200	added ('OK')	application/javascript	etag:W/%225899cb40-2d44%22	https://lmpixels.com/demo/breezycv/light/1/js/validator.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/validator.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:33	11092/11092	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260964cde-2b54%22	https://lmpixels.com/demo/breezycv/light/1/js/main.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/main.js	(from https://lmpixels.com/demo/breezycv/light/1/index.html)
13:08:34	703/703	---MC-	302	error ('Found')	text/html	date:Mon,%2005%20May%202025%2007:38:34%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/owl.video.play.png	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/owl.video.play.png	(from https://lmpixels.com/demo/breezycv/light/1/css/owl.carousel.css)
13:08:35	8344/8344	---MCZ	200	added ('OK')	text/css	etag:W/%22556070f6-2098%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css	(from https://lmpixels.com/demo/breezycv/light/1/css/main.css)
13:08:37	57333/57333	---MCZ	200	added ('OK')	text/css	etag:W/%225e39dcac-dff5%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	(from https://lmpixels.com/demo/breezycv/light/1/css/main.css)
13:08:38	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:28:04%20GMT	https://lmpixels.com/demo/breezycv/light/1/portfolio-3.html	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/portfolio-3.html	(from https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html)
13:08:39	4544/4544	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2012:27:54%20GMT	https://lmpixels.com/demo/breezycv/light/1/portfolio-2.html	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/portfolio-2.html	(from https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html)
13:08:40	477597/477597	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf120-7499d%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/full/1.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/portfolio/full/1.jpg	(from https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html)
13:08:42	431406/431406	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf21e-6952e%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/full/2.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/portfolio/full/2.jpg	(from https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html)
13:08:42	496614/496614	---M--	200	added ('OK')	image/jpeg	etag:%225e5cf2e8-793e6%22	https://lmpixels.com/demo/breezycv/light/1/img/portfolio/full/3.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/portfolio/full/3.jpg	(from https://lmpixels.com/demo/breezycv/light/1/portfolio-1.html)
13:08:43	144212/144212	---M--	200	added ('OK')	image/jpeg	etag:%225e8dfd1a-23354%22	https://lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_1_full.jpg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/img/blog/blog_post_1_full.jpg	(from https://lmpixels.com/demo/breezycv/light/1/blog-post-1.html)
13:08:44	9955/9955	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256efffa2-26e3%22	https://lmpixels.com/demo/breezycv/light/1/js/jquery.googlemap.js	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/js/jquery.googlemap.js	(from https://lmpixels.com/demo/breezycv/light/1/blog-post-1.html)
13:08:45	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?w118d	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:08:46	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Freed41d.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:08:46	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%22556137cc-5514%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff2?w118d	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff2	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:08:47	55696/55696	---M--	200	added ('OK')	font/woff	etag:%22556137c6-d990%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff?w118d	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:08:49	55620/55620	---M--	200	added ('OK')	application/octet-stream	etag:%22556137c6-d944%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.ttf?w118d	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.ttf	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:08:50	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22556137c6-32417%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free.svg?w118d	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.svg	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/linear-icons-font/style.css)
13:08:51	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:08:52	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot?	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400d41d.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:08:52	76548/76548	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-12b04%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:08:54	89824/89824	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-15ee0%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:08:55	132728/132728	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-20678%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:08:56	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-aec72%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:08:57	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:08:58	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot?	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400d41d.eot	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:08:59	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-3520%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:08:59	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-41a0%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:09:00	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-852c%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
13:09:02	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-233c2%22	https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	/Users/nakulyadav/websites/portfolio/lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	(from https://lmpixels.com/demo/breezycv/light/1/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
